일자,현재지수,대비,등락률(%),배당수익률(%),주가이익비율,주가자산비율,시가지수,고가지수,저가지수,거래량(천주),거래대금(백만원),상장시가총액(백만원)
2014/12/09,"1,970.95",-8.00,-0.40,1.11,15.56,1.13,"1,977.05","1,977.15","1,968.85","541,162","3,920,050","1,210,256,689"
2014/12/10,"1,945.56",-25.39,-1.29,1.13,15.35,1.12,"1,964.04","1,966.11","1,943.27","367,890","3,921,969","1,194,648,226"
2014/12/11,"1,916.59",-28.97,-1.49,1.15,15.12,1.10,"1,930.46","1,937.23","1,916.49","343,635","4,483,230","1,176,794,065"
2014/12/12,"1,921.71",5.12,0.27,1.14,15.17,1.11,"1,921.61","1,926.67","1,915.00","363,470","3,800,864","1,179,768,455"
2014/12/15,"1,920.36",-1.35,-0.07,1.14,15.15,1.10,"1,903.12","1,920.43","1,899.61","294,421","3,750,325","1,179,328,568"
2014/12/16,"1,904.13",-16.23,-0.85,1.15,15.03,1.09,"1,909.01","1,919.60","1,901.13","369,417","4,372,158","1,169,418,313"
2014/12/17,"1,900.16",-3.97,-0.21,1.16,15.00,1.09,"1,913.28","1,913.28","1,900.16","307,269","4,126,755","1,166,393,654"
2014/12/18,"1,897.50",-2.66,-0.14,1.14,14.98,1.09,"1,917.67","1,919.24","1,881.73","337,298","5,321,982","1,180,060,070"
2014/12/19,"1,929.98",32.48,1.71,1.12,15.44,1.12,"1,920.75","1,930.08","1,914.27","291,792","4,492,734","1,200,654,704"
2014/12/22,"1,943.12",13.14,0.68,1.11,15.54,1.13,"1,938.16","1,944.20","1,928.89","324,535","4,210,383","1,209,233,265"
2014/12/23,"1,939.02",-4.10,-0.21,1.12,15.51,1.13,"1,942.12","1,944.75","1,936.75","300,797","3,699,646","1,206,722,355"
2014/12/24,"1,946.61",7.59,0.39,1.11,15.57,1.13,"1,940.76","1,947.35","1,936.74","283,866","3,040,952","1,211,672,361"
2014/12/26,"1,948.16",1.55,0.08,1.11,15.58,1.13,"1,947.60","1,954.77","1,944.22","297,006","3,406,230","1,212,496,532"
2014/12/29,"1,927.86",-20.30,-1.04,1.12,15.42,1.12,"1,937.27","1,941.33","1,927.83","265,809","3,436,899","1,199,530,880"
2014/12/30,"1,915.59",-12.27,-0.64,1.13,15.32,1.11,"1,934.51","1,937.55","1,910.78","256,437","3,695,016","1,192,252,867"
2015/01/02,"1,926.44",10.85,0.57,1.12,15.35,1.12,"1,914.24","1,929.15","1,909.67","258,776","3,696,029","1,198,010,248"
2015/01/05,"1,915.75",-10.69,-0.55,1.13,15.26,1.11,"1,921.96","1,921.96","1,903.37","313,443","4,700,136","1,191,526,455"
2015/01/06,"1,882.45",-33.30,-1.74,1.15,15.00,1.09,"1,895.48","1,900.02","1,877.38","303,688","4,755,440","1,171,167,157"
2015/01/07,"1,883.83",1.38,0.07,1.15,15.05,1.09,"1,878.90","1,887.60","1,876.27","280,510","3,762,677","1,171,990,821"
2015/01/08,"1,904.65",20.82,1.11,1.14,15.22,1.11,"1,895.85","1,907.23","1,891.77","262,207","4,395,567","1,185,170,312"
2015/01/09,"1,924.70",20.05,1.05,1.13,15.59,1.12,"1,919.80","1,929.10","1,915.85","308,781","4,406,669","1,197,321,954"
2015/01/12,"1,920.95",-3.75,-0.19,1.13,15.56,1.12,"1,918.18","1,924.66","1,917.88","311,915","3,581,796","1,195,196,342"
2015/01/13,"1,917.14",-3.81,-0.20,1.13,15.54,1.11,"1,915.03","1,920.77","1,910.27","338,989","4,873,084","1,193,106,587"
2015/01/14,"1,913.66",-3.48,-0.18,1.13,15.51,1.11,"1,919.31","1,925.68","1,913.51","297,517","4,526,793","1,190,978,917"
2015/01/15,"1,914.14",0.48,0.03,1.13,15.52,1.11,"1,914.06","1,919.69","1,908.60","266,544","3,892,782","1,191,087,315"
2015/01/16,"1,888.13",-26.01,-1.36,1.14,15.31,1.10,"1,907.07","1,907.07","1,885.62","298,733","4,008,277","1,174,782,572"
2015/01/19,"1,902.62",14.49,0.77,1.14,15.42,1.10,"1,902.81","1,912.42","1,900.26","281,120","3,583,091","1,183,896,613"
2015/01/20,"1,918.31",15.69,0.82,1.13,15.56,1.11,"1,908.62","1,918.85","1,907.97","280,895","3,636,919","1,193,690,149"
2015/01/21,"1,921.23",2.92,0.15,1.12,15.58,1.12,"1,917.33","1,921.88","1,909.86","300,843","4,401,216","1,196,688,635"
2015/01/22,"1,920.82",-0.41,-0.02,1.12,15.58,1.12,"1,926.01","1,932.50","1,916.56","343,132","4,597,898","1,196,156,121"
2015/01/23,"1,936.09",15.27,0.79,1.11,15.71,1.12,"1,945.36","1,945.36","1,930.65","367,702","4,644,549","1,205,486,406"
2015/01/26,"1,935.68",-0.41,-0.02,1.12,15.73,1.12,"1,928.26","1,936.40","1,924.14","330,607","3,969,674","1,204,518,131"
2015/01/27,"1,952.40",16.72,0.86,1.11,15.86,1.13,"1,941.90","1,952.41","1,940.72","466,962","4,619,118","1,214,526,540"
2015/01/28,"1,961.58",9.18,0.47,1.10,15.94,1.14,"1,946.71","1,963.53","1,943.59","400,930","5,333,257","1,220,210,452"
2015/01/29,"1,951.02",-10.56,-0.54,1.11,15.85,1.13,"1,950.83","1,960.12","1,946.20","391,034","5,334,660","1,214,462,590"
2015/01/30,"1,949.26",-1.76,-0.09,1.11,15.84,1.13,"1,964.13","1,964.13","1,948.60","441,477","5,889,623","1,213,492,316"
2015/02/02,"1,952.68",3.42,0.18,1.11,15.87,1.13,"1,947.91","1,956.10","1,944.58","364,831","4,375,860","1,215,563,731"
2015/02/03,"1,951.96",-0.72,-0.04,1.11,15.86,1.13,"1,960.11","1,960.35","1,940.74","369,978","4,659,076","1,214,680,337"
2015/02/04,"1,962.79",10.83,0.55,1.10,15.95,1.14,"1,963.37","1,970.27","1,961.57","348,032","5,028,816","1,221,801,023"
2015/02/05,"1,952.84",-9.95,-0.51,1.11,15.88,1.13,"1,961.15","1,962.15","1,945.42","395,653","4,334,613","1,215,349,284"
2015/02/06,"1,955.52",2.68,0.14,1.11,15.91,1.14,"1,955.13","1,955.52","1,945.82","309,818","5,949,733","1,217,108,796"
2015/02/09,"1,947.00",-8.52,-0.44,1.11,15.84,1.13,"1,949.50","1,952.86","1,944.79","310,182","4,326,855","1,212,134,056"
2015/02/10,"1,935.86",-11.14,-0.57,1.12,15.75,1.12,"1,949.30","1,954.20","1,935.86","329,203","4,136,832","1,205,357,397"
2015/02/11,"1,945.70",9.84,0.51,1.11,15.83,1.13,"1,942.34","1,948.89","1,937.95","307,454","4,227,731","1,210,590,445"
2015/02/12,"1,941.63",-4.07,-0.21,1.11,15.80,1.13,"1,947.21","1,947.47","1,932.75","334,825","4,319,340","1,208,275,844"
2015/02/13,"1,957.50",15.87,0.82,1.10,15.92,1.14,"1,949.32","1,957.50","1,946.94","351,080","4,073,754","1,218,291,649"
2015/02/16,"1,958.23",0.73,0.04,1.10,15.93,1.14,"1,960.03","1,963.44","1,955.39","350,944","3,690,780","1,218,670,142"
2015/02/17,"1,961.45",3.22,0.16,1.10,15.96,1.14,"1,955.77","1,962.97","1,952.33","304,531","3,510,747","1,220,463,775"
2015/02/23,"1,968.39",6.94,0.35,1.10,16.84,1.14,"1,974.44","1,976.96","1,966.77","347,581","4,142,518","1,224,574,990"
2015/02/24,"1,976.12",7.73,0.39,1.09,16.91,1.15,"1,975.65","1,980.38","1,972.61","309,544","4,262,649","1,229,471,283"
2015/02/25,"1,990.47",14.35,0.73,1.09,17.03,1.16,"1,988.47","1,992.03","1,984.53","369,498","5,017,453","1,238,838,904"
2015/02/26,"1,993.08",2.61,0.13,1.08,17.05,1.16,"1,993.27","1,993.43","1,983.94","385,656","5,153,504","1,240,227,987"
2015/02/27,"1,985.80",-7.28,-0.37,1.09,16.99,1.15,"1,992.76","1,993.34","1,982.50","424,548","5,675,034","1,235,242,829"
2015/03/02,"1,996.81",11.01,0.55,1.08,17.09,1.16,"1,996.72","1,999.13","1,988.33","373,366","5,785,660","1,242,157,728"
2015/03/03,"2,001.38",4.57,0.23,1.08,17.12,1.16,"2,002.50","2,003.05","1,995.93","444,865","5,438,365","1,245,663,369"
2015/03/04,"1,998.29",-3.09,-0.15,1.08,17.10,1.16,"2,001.76","2,003.85","1,996.50","374,540","4,724,947","1,244,053,793"
2015/03/05,"1,998.38",0.09,0.00,1.08,17.11,1.16,"1,996.81","2,002.48","1,993.92","373,683","4,055,523","1,243,683,404"
2015/03/06,"2,012.94",14.56,0.73,1.07,17.24,1.17,"2,003.97","2,013.73","2,003.18","393,347","4,809,475","1,253,062,506"
2015/03/09,"1,992.82",-20.12,-1.00,1.08,17.07,1.16,"2,004.94","2,005.81","1,990.87","296,747","4,048,388","1,240,328,478"
2015/03/10,"1,984.77",-8.05,-0.40,1.09,17.00,1.15,"2,000.66","2,003.19","1,982.22","433,405","4,786,369","1,235,314,121"
2015/03/11,"1,980.83",-3.94,-0.20,1.09,16.96,1.15,"1,971.04","1,984.60","1,969.13","399,532","5,887,014","1,233,596,861"
2015/03/12,"1,970.59",-10.24,-0.52,1.10,16.87,1.14,"1,979.22","1,988.77","1,970.59","384,041","6,400,260","1,227,699,040"
2015/03/13,"1,985.79",15.20,0.77,1.09,17.73,1.15,"1,987.17","1,991.87","1,982.96","326,707","4,350,273","1,237,140,385"
2015/03/16,"1,987.33",1.54,0.08,1.09,17.74,1.15,"1,985.59","1,991.79","1,982.26","319,163","4,646,946","1,237,802,459"
2015/03/17,"2,029.91",42.58,2.14,1.06,18.12,1.18,"1,998.26","2,029.91","1,997.27","356,554","5,386,343","1,263,927,338"
2015/03/18,"2,028.45",-1.46,-0.07,1.06,18.11,1.18,"2,032.19","2,036.13","2,026.72","362,009","5,388,526","1,263,191,048"
2015/03/19,"2,037.89",9.44,0.47,1.06,18.20,1.18,"2,047.13","2,047.13","2,031.07","468,284","5,799,017","1,269,130,014"
2015/03/20,"2,037.24",-0.65,-0.03,1.06,18.12,1.19,"2,037.13","2,040.00","2,027.81","351,732","5,195,223","1,268,219,950"
2015/03/23,"2,036.59",-0.65,-0.03,1.06,16.98,1.19,"2,043.22","2,043.92","2,032.35","314,897","4,686,340","1,267,982,784"
2015/03/24,"2,041.37",4.78,0.23,1.06,17.15,1.19,"2,035.08","2,041.77","2,028.54","328,834","4,664,616","1,270,912,537"
2015/03/25,"2,042.81",1.44,0.07,1.06,17.17,1.19,"2,043.16","2,046.97","2,038.14","423,409","5,109,071","1,272,663,590"
2015/03/26,"2,022.56",-20.25,-0.99,1.07,16.99,1.18,"2,027.20","2,036.70","2,019.51","342,261","5,154,957","1,260,042,046"
2015/03/27,"2,019.80",-2.76,-0.14,1.07,16.97,1.18,"2,026.75","2,027.25","2,016.88","448,964","5,110,739","1,258,779,522"
2015/03/30,"2,030.04",10.24,0.51,1.07,16.89,1.18,"2,026.60","2,033.27","2,018.12","439,556","4,465,390","1,264,850,793"
2015/03/31,"2,041.03",10.99,0.54,1.06,16.98,1.19,"2,042.31","2,046.90","2,032.24","555,933","5,367,292","1,272,317,323"
2015/04/01,"2,028.45",-12.58,-0.62,1.07,16.88,1.18,"2,035.40","2,039.04","2,024.64","542,801","5,386,245","1,265,134,363"
2015/04/02,"2,029.07",0.62,0.03,1.07,16.88,1.18,"2,036.90","2,040.45","2,028.22","655,864","6,006,832","1,265,451,082"
2015/04/03,"2,045.42",16.35,0.81,1.06,17.03,1.19,"2,035.83","2,045.94","2,031.27","498,636","4,527,546","1,275,569,668"
2015/04/06,"2,046.43",1.01,0.05,1.06,17.04,1.19,"2,049.87","2,055.45","2,043.26","460,493","4,769,018","1,276,962,029"
2015/04/07,"2,047.03",0.60,0.03,1.06,17.05,1.19,"2,059.05","2,059.09","2,043.79","436,233","4,861,154","1,278,076,420"
2015/04/08,"2,059.26",12.23,0.60,1.05,17.15,1.20,"2,048.75","2,060.19","2,046.09","552,684","6,518,068","1,286,164,640"
2015/04/09,"2,058.87",-0.39,-0.02,1.05,17.15,1.20,"2,060.30","2,064.46","2,054.17","529,862","6,045,591","1,285,499,571"
2015/04/10,"2,087.76",28.89,1.40,1.04,17.39,1.22,"2,066.32","2,089.09","2,065.39","658,383","6,414,643","1,303,644,135"
2015/04/13,"2,098.92",11.16,0.53,1.03,17.48,1.22,"2,094.10","2,099.97","2,088.82","561,806","7,020,313","1,310,679,792"
2015/04/14,"2,111.72",12.80,0.61,1.02,17.59,1.23,"2,101.76","2,111.73","2,095.97","648,846","8,051,715","1,318,448,528"
2015/04/15,"2,119.96",8.24,0.39,1.02,17.66,1.24,"2,114.56","2,122.72","2,110.25","451,397","7,378,687","1,322,955,333"
2015/04/16,"2,139.90",19.94,0.94,1.01,17.83,1.25,"2,134.14","2,139.90","2,125.54","476,420","7,320,104","1,335,363,966"
2015/04/17,"2,143.50",3.60,0.17,1.01,17.86,1.25,"2,142.72","2,144.76","2,134.10","464,627","6,344,547","1,338,322,786"
2015/04/20,"2,146.71",3.21,0.15,1.01,17.88,1.25,"2,126.55","2,146.73","2,126.55","509,037","7,095,217","1,340,100,490"
2015/04/21,"2,144.79",-1.92,-0.09,1.01,17.88,1.25,"2,153.42","2,153.84","2,140.12","561,781","6,925,599","1,338,614,031"
2015/04/22,"2,143.89",-0.90,-0.04,1.01,17.87,1.25,"2,146.59","2,161.23","2,125.88","769,387","8,537,488","1,338,086,372"
2015/04/23,"2,173.41",29.52,1.38,1.00,18.12,1.27,"2,156.94","2,174.72","2,139.33","521,587","8,225,131","1,356,487,315"
2015/04/24,"2,159.80",-13.61,-0.63,1.00,18.01,1.26,"2,181.24","2,189.54","2,154.27","508,420","8,265,327","1,346,807,973"
2015/04/27,"2,157.54",-2.26,-0.10,1.00,17.99,1.26,"2,169.14","2,169.14","2,152.09","392,339","6,196,420","1,345,398,327"
2015/04/28,"2,147.67",-9.87,-0.46,1.01,17.90,1.25,"2,162.50","2,164.52","2,144.85","415,055","6,144,217","1,339,024,328"
2015/04/29,"2,142.63",-5.04,-0.23,1.01,17.86,1.25,"2,155.01","2,156.24","2,126.36","458,065","6,700,508","1,336,120,381"
2015/04/30,"2,127.17",-15.46,-0.72,1.02,17.73,1.24,"2,134.94","2,136.90","2,121.29","509,130","6,171,207","1,327,284,545"
2015/05/04,"2,132.23",5.06,0.24,1.02,17.77,1.24,"2,134.51","2,139.30","2,128.72","355,620","4,729,117","1,330,971,660"
2015/05/06,"2,104.58",-27.65,-1.30,1.26,17.14,1.16,"2,122.03","2,123.22","2,095.60","428,092","5,673,933","1,313,221,989"
2015/05/07,"2,091.00",-13.58,-0.65,1.26,17.03,1.15,"2,098.48","2,099.44","2,067.99","423,246","5,464,314","1,304,188,947"
2015/05/08,"2,085.52",-5.48,-0.26,1.27,16.99,1.15,"2,090.19","2,094.06","2,082.72","309,505","4,760,652","1,300,179,698"
2015/05/11,"2,097.38",11.86,0.57,1.26,17.09,1.16,"2,106.12","2,110.79","2,097.38","329,704","5,040,356","1,307,246,124"
2015/05/12,"2,096.77",-0.61,-0.03,1.26,17.07,1.15,"2,100.63","2,101.72","2,088.64","391,924","5,016,009","1,305,255,568"
2015/05/13,"2,114.16",17.39,0.83,1.25,17.21,1.16,"2,100.10","2,115.36","2,100.08","377,032","5,001,954","1,315,899,887"
2015/05/14,"2,120.33",6.17,0.29,1.25,17.26,1.17,"2,115.59","2,121.68","2,111.72","430,833","5,117,208","1,320,368,108"
2015/05/15,"2,106.50",-13.83,-0.65,1.26,17.15,1.16,"2,132.53","2,134.36","2,104.77","491,706","6,152,414","1,311,860,888"
2015/05/18,"2,113.72",7.22,0.34,1.25,17.21,1.16,"2,108.15","2,113.72","2,099.48","445,155","5,853,343","1,316,383,346"
2015/05/19,"2,120.85",7.13,0.34,1.25,17.27,1.17,"2,114.29","2,126.89","2,107.62","418,480","5,758,117","1,320,658,615"
2015/05/20,"2,139.54",18.69,0.88,1.24,17.42,1.18,"2,128.01","2,140.24","2,125.49","452,114","6,080,979","1,332,753,718"
2015/05/21,"2,122.81",-16.73,-0.78,1.25,17.29,1.17,"2,139.68","2,140.60","2,121.49","398,146","5,683,597","1,322,590,771"
2015/05/22,"2,146.10",23.29,1.10,1.23,17.48,1.18,"2,131.11","2,146.10","2,126.88","444,585","6,084,899","1,336,758,600"
2015/05/26,"2,143.50",-2.60,-0.12,1.23,17.46,1.18,"2,146.47","2,148.70","2,130.30","381,383","6,664,711","1,335,922,314"
2015/05/27,"2,107.50",-36.00,-1.68,1.25,17.16,1.16,"2,133.49","2,134.95","2,103.64","439,029","8,038,776","1,313,307,991"
2015/05/28,"2,110.89",3.39,0.16,1.25,17.19,1.16,"2,117.77","2,123.52","2,110.89","416,116","6,847,486","1,315,524,158"
2015/05/29,"2,114.80",3.91,0.19,1.25,17.23,1.17,"2,109.38","2,123.39","2,106.70","456,143","7,898,248","1,318,606,947"
2015/06/01,"2,102.37",-12.43,-0.59,1.26,17.12,1.16,"2,110.12","2,110.88","2,086.00","426,928","5,897,428","1,310,109,641"
2015/06/02,"2,078.64",-23.73,-1.13,1.27,16.93,1.15,"2,102.62","2,107.17","2,076.16","520,056","7,029,220","1,294,288,904"
2015/06/03,"2,063.16",-15.48,-0.74,1.28,16.81,1.14,"2,078.51","2,087.95","2,059.34","541,167","6,612,354","1,285,026,881"
2015/06/04,"2,072.86",9.70,0.47,1.28,16.88,1.14,"2,070.49","2,082.60","2,062.75","400,364","7,425,342","1,291,801,430"
2015/06/05,"2,068.10",-4.76,-0.23,1.28,16.85,1.14,"2,062.22","2,075.02","2,060.91","394,291","6,196,819","1,288,676,222"
2015/06/08,"2,065.19",-2.91,-0.14,1.28,16.82,1.14,"2,068.51","2,068.51","2,056.50","393,564","5,600,602","1,285,935,551"
2015/06/09,"2,064.03",-1.16,-0.06,1.28,16.82,1.14,"2,063.40","2,073.75","2,057.21","421,881","5,606,086","1,284,380,957"
2015/06/10,"2,051.32",-12.71,-0.62,1.29,16.71,1.13,"2,079.13","2,080.03","2,049.13","427,361","6,260,203","1,276,549,989"
2015/06/11,"2,056.61",5.29,0.26,1.29,16.75,1.13,"2,065.07","2,065.07","2,051.10","457,020","7,628,903","1,279,618,526"
2015/06/12,"2,052.17",-4.44,-0.22,1.29,16.72,1.13,"2,068.45","2,074.78","2,044.87","388,258","6,152,211","1,277,287,528"
2015/06/15,"2,042.32",-9.85,-0.48,1.30,16.64,1.13,"2,041.07","2,049.68","2,033.72","313,946","4,968,902","1,271,122,016"
2015/06/16,"2,028.72",-13.60,-0.67,1.30,16.53,1.12,"2,045.01","2,045.77","2,008.46","381,408","6,360,420","1,262,980,145"
2015/06/17,"2,034.86",6.14,0.30,1.30,16.58,1.12,"2,035.48","2,037.12","2,021.50","354,723","5,112,642","1,267,459,896"
2015/06/18,"2,041.88",7.02,0.34,1.30,16.64,1.13,"2,046.19","2,052.00","2,036.78","390,973","5,324,239","1,271,691,513"
2015/06/19,"2,046.96",5.08,0.25,1.29,16.67,1.13,"2,056.54","2,057.71","2,044.71","400,329","5,649,939","1,274,578,489"
2015/06/22,"2,055.16",8.20,0.40,1.29,16.74,1.13,"2,059.60","2,068.07","2,050.30","266,962","4,320,381","1,279,769,868"
2015/06/23,"2,081.20",26.04,1.27,1.27,16.94,1.15,"2,071.30","2,086.09","2,066.21","329,799","5,293,354","1,296,185,989"
2015/06/24,"2,085.53",4.33,0.21,1.27,16.98,1.15,"2,086.69","2,087.68","2,076.78","400,754","5,340,099","1,299,458,967"
2015/06/25,"2,085.06",-0.47,-0.02,1.27,16.97,1.15,"2,077.84","2,088.16","2,073.95","575,912","5,935,775","1,298,501,594"
2015/06/26,"2,090.26",5.20,0.25,1.27,17.02,1.15,"2,083.40","2,097.01","2,080.79","492,774","6,345,469","1,301,822,077"
2015/06/29,"2,060.49",-29.77,-1.42,1.29,16.77,1.14,"2,056.44","2,068.85","2,054.33","503,807","6,207,218","1,284,489,136"
2015/06/30,"2,074.20",13.71,0.67,1.28,16.87,1.14,"2,054.83","2,075.02","2,049.44","392,413","5,653,578","1,293,129,967"
2015/07/01,"2,097.89",23.69,1.14,1.27,17.07,1.16,"2,077.27","2,100.34","2,072.54","471,566","5,887,524","1,307,385,643"
2015/07/02,"2,107.33",9.44,0.45,1.26,17.15,1.16,"2,107.11","2,110.81","2,098.76","565,339","7,123,090","1,313,180,646"
2015/07/03,"2,104.41",-2.92,-0.14,1.26,17.13,1.16,"2,107.51","2,109.68","2,094.02","419,549","5,993,989","1,310,771,039"
2015/07/06,"2,053.93",-50.48,-2.40,1.30,16.71,1.13,"2,076.06","2,089.86","2,052.23","474,043","6,359,280","1,279,274,183"
2015/07/07,"2,040.29",-13.64,-0.66,1.30,16.60,1.13,"2,067.04","2,067.93","2,028.98","502,809","8,282,446","1,270,619,129"
2015/07/08,"2,016.21",-24.08,-1.18,1.32,16.40,1.11,"2,045.88","2,046.33","2,010.83","453,118","7,561,890","1,256,567,111"
2015/07/09,"2,027.81",11.60,0.58,1.31,16.48,1.12,"2,000.19","2,027.81","1,983.78","408,458","7,076,332","1,263,596,381"
2015/07/10,"2,031.17",3.36,0.17,1.31,16.52,1.12,"2,036.89","2,037.84","2,024.76","381,307","6,694,045","1,266,003,543"
2015/07/13,"2,061.52",30.35,1.49,1.29,16.78,1.14,"2,033.25","2,063.28","2,030.21","426,287","6,234,782","1,284,730,942"
2015/07/14,"2,059.23",-2.29,-0.11,1.29,16.76,1.14,"2,070.44","2,070.44","2,052.21","503,078","6,807,343","1,282,991,294"
2015/07/15,"2,072.91",13.68,0.66,1.28,16.88,1.14,"2,068.38","2,079.90","2,060.66","619,129","7,571,106","1,291,539,233"
2015/07/16,"2,087.89",14.98,0.72,1.27,17.00,1.15,"2,073.29","2,088.33","2,071.02","697,930","7,511,197","1,300,883,330"
2015/07/17,"2,076.79",-11.10,-0.53,1.28,16.91,1.15,"2,101.22","2,101.22","2,068.36","819,227","8,471,374","1,295,334,485"
2015/07/20,"2,073.31",-3.48,-0.17,1.28,16.88,1.14,"2,077.09","2,081.43","2,068.19","870,680","6,032,627","1,293,193,523"
2015/07/21,"2,083.62",10.31,0.50,1.27,16.96,1.15,"2,082.18","2,088.24","2,069.21","727,407","6,566,887","1,299,896,412"
2015/07/22,"2,064.73",-18.89,-0.91,1.28,16.81,1.14,"2,071.06","2,075.94","2,059.45","1,160,824","6,842,552","1,288,606,919"
2015/07/23,"2,065.07",0.34,0.02,1.28,16.81,1.14,"2,068.93","2,069.20","2,053.52","739,793","6,236,606","1,289,026,392"
2015/07/24,"2,045.96",-19.11,-0.93,1.30,16.66,1.13,"2,060.66","2,060.66","2,040.30","611,869","6,152,505","1,277,379,658"
2015/07/27,"2,038.81",-7.15,-0.35,1.30,16.60,1.13,"2,034.82","2,048.15","2,032.44","543,243","6,377,311","1,273,665,527"
2015/07/28,"2,039.10",0.29,0.01,1.30,16.60,1.13,"2,026.33","2,045.55","2,015.91","498,527","6,616,942","1,273,289,346"
2015/07/29,"2,037.62",-1.48,-0.07,1.30,16.59,1.12,"2,053.62","2,055.95","2,037.62","520,573","6,702,194","1,272,961,246"
2015/07/30,"2,019.03",-18.59,-0.91,1.31,16.44,1.11,"2,040.24","2,044.93","2,019.03","509,318","6,809,942","1,262,118,199"
2015/07/31,"2,030.16",11.13,0.55,1.30,15.84,1.12,"2,026.98","2,030.16","2,004.70","448,192","6,285,953","1,268,862,612"
2015/08/03,"2,008.49",-21.67,-1.07,1.32,15.50,1.11,"2,026.25","2,026.25","2,005.21","358,746","5,118,528","1,255,710,752"
2015/08/04,"2,027.99",19.50,0.97,1.30,15.65,1.12,"2,007.75","2,027.99","2,007.66","388,790","5,020,051","1,267,664,208"
2015/08/05,"2,029.76",1.77,0.09,1.30,15.66,1.12,"2,027.22","2,035.25","2,022.98","319,212","5,064,871","1,268,581,539"
2015/08/06,"2,013.29",-16.47,-0.81,1.32,15.53,1.12,"2,037.26","2,038.41","2,011.60","340,507","5,884,337","1,257,563,011"
2015/08/07,"2,010.23",-3.06,-0.15,1.32,15.51,1.11,"2,009.39","2,012.90","2,001.13","334,578","4,744,990","1,256,006,486"
2015/08/10,"2,003.17",-7.06,-0.35,1.32,15.45,1.11,"2,008.44","2,008.55","1,993.96","308,327","4,491,921","1,252,313,277"
2015/08/11,"1,986.65",-16.52,-0.82,1.33,15.33,1.10,"2,020.15","2,021.81","1,986.46","366,408","5,080,635","1,242,034,736"
2015/08/12,"1,975.47",-11.18,-0.56,1.34,15.24,1.09,"1,980.04","1,989.10","1,948.91","524,252","6,860,222","1,235,286,893"
2015/08/13,"1,983.46",7.99,0.40,1.33,15.30,1.10,"1,975.47","1,990.70","1,966.02","376,591","5,178,551","1,239,674,654"
2015/08/17,"1,968.52",-14.94,-0.75,1.34,15.18,1.09,"1,991.05","1,991.05","1,968.44","561,574","4,622,504","1,228,555,722"
2015/08/18,"1,956.26",-12.26,-0.62,1.35,15.04,1.08,"1,977.61","1,979.33","1,954.35","472,766","5,607,258","1,221,559,996"
2015/08/19,"1,939.38",-16.88,-0.86,1.36,14.91,1.08,"1,954.56","1,959.51","1,915.91","506,786","7,253,388","1,211,657,714"
2015/08/20,"1,914.55",-24.83,-1.28,1.38,14.72,1.06,"1,929.43","1,933.79","1,912.55","397,527","5,157,649","1,196,321,599"
2015/08/21,"1,876.07",-38.48,-2.01,1.41,14.42,1.04,"1,862.79","1,886.49","1,856.91","512,314","6,834,430","1,172,659,638"
2015/08/24,"1,829.81",-46.26,-2.47,1.44,14.06,1.01,"1,860.03","1,872.86","1,800.75","415,178","6,235,256","1,143,177,407"
2015/08/25,"1,846.63",16.82,0.92,1.43,14.19,1.02,"1,840.94","1,864.30","1,806.79","451,587","6,679,761","1,153,956,825"
2015/08/26,"1,894.09",47.46,2.57,1.39,14.56,1.05,"1,843.70","1,895.45","1,835.58","453,387","6,849,271","1,182,380,356"
2015/08/27,"1,908.00",13.91,0.73,1.38,14.67,1.06,"1,912.42","1,920.39","1,898.98","482,661","6,719,363","1,191,319,289"
2015/08/28,"1,937.67",29.67,1.56,1.36,14.90,1.07,"1,932.39","1,938.61","1,927.39","446,751","6,519,469","1,209,654,494"
2015/08/31,"1,941.49",3.82,0.20,1.36,14.93,1.08,"1,934.12","1,941.49","1,925.52","350,943","6,024,472","1,212,680,898"
2015/09/01,"1,914.23",-27.26,-1.40,1.38,14.75,1.07,"1,934.44","1,939.67","1,914.22","324,479","4,831,116","1,196,137,315"
2015/09/02,"1,915.22",0.99,0.05,1.38,14.76,1.07,"1,886.14","1,920.62","1,883.50","342,022","5,014,264","1,196,968,638"
2015/09/03,"1,915.53",0.31,0.02,1.38,14.76,1.07,"1,929.78","1,931.19","1,911.17","297,283","4,624,097","1,198,605,654"
2015/09/04,"1,886.04",-29.49,-1.54,1.40,14.54,1.06,"1,921.81","1,923.06","1,879.94","361,090","4,688,499","1,180,704,916"
2015/09/07,"1,883.22",-2.82,-0.15,1.40,14.51,1.06,"1,883.36","1,895.99","1,870.59","288,157","3,785,322","1,179,516,488"
2015/09/08,"1,878.68",-4.54,-0.24,1.40,14.48,1.05,"1,889.14","1,894.56","1,868.48","391,891","4,759,166","1,176,912,600"
2015/09/09,"1,934.20",55.52,2.96,1.36,14.91,1.09,"1,903.28","1,934.20","1,902.93","516,171","5,303,536","1,210,916,528"
2015/09/10,"1,962.11",27.91,1.44,1.34,15.12,1.10,"1,918.42","1,962.11","1,915.44","460,345","5,498,232","1,227,341,573"
2015/09/11,"1,941.37",-20.74,-1.06,1.36,14.96,1.09,"1,942.88","1,951.26","1,939.73","503,010","4,679,790","1,215,172,342"
2015/09/14,"1,931.46",-9.91,-0.51,1.36,14.88,1.08,"1,947.65","1,948.02","1,921.45","362,915","4,136,992","1,209,580,982"
