일자,현재지수,대비,등락률(%),배당수익률(%),주가이익비율,주가자산비율,시가지수,고가지수,저가지수,거래량(천주),거래대금(백만원),상장시가총액(백만원)
2012/02/13,"2,005.74",12.03,0.60,1.40,12.02,1.31,"2,000.66","2,010.66","1,991.28","452,787","5,757,137","1,145,155,872"
2012/02/14,"2,002.64",-3.10,-0.15,1.40,12.00,1.31,"1,999.53","2,008.65","1,995.60","515,881","6,677,664","1,143,629,953"
2012/02/15,"2,025.32",22.68,1.13,1.39,12.14,1.32,"2,012.00","2,026.75","2,009.68","681,465","7,694,193","1,156,737,378"
2012/02/16,"1,997.45",-27.87,-1.38,1.41,11.97,1.30,"2,005.37","2,012.44","1,995.99","696,686","6,857,741","1,141,138,846"
2012/02/17,"2,023.47",26.02,1.30,1.39,12.13,1.32,"2,025.56","2,031.40","2,019.79","731,090","7,480,494","1,156,075,606"
2012/02/20,"2,024.90",1.43,0.07,1.39,12.14,1.32,"2,041.51","2,047.43","2,024.59","733,915","6,249,373","1,156,912,787"
2012/02/21,"2,024.24",-0.66,-0.03,1.39,12.13,1.32,"2,022.05","2,030.46","2,007.46","709,018","5,622,725","1,156,557,672"
2012/02/22,"2,028.65",4.41,0.22,1.39,12.16,1.32,"2,018.07","2,028.93","2,015.30","883,739","6,211,737","1,158,991,311"
2012/02/23,"2,007.80",-20.85,-1.03,1.40,12.01,1.31,"2,016.46","2,016.46","2,001.25","690,116","6,379,231","1,150,128,511"
2012/02/24,"2,019.89",12.09,0.60,1.39,12.08,1.32,"2,010.60","2,019.90","1,998.39","717,914","5,712,026","1,157,117,870"
2012/02/27,"1,991.16",-28.73,-1.42,1.41,11.91,1.30,"2,013.61","2,013.69","1,987.74","636,010","5,581,133","1,140,967,727"
2012/02/28,"2,003.69",12.53,0.63,1.40,11.98,1.31,"1,995.93","2,006.26","1,992.66","607,928","6,354,433","1,148,095,229"
2012/02/29,"2,030.25",26.56,1.33,1.38,12.16,1.33,"2,015.38","2,033.63","2,015.38","562,640","6,814,214","1,163,380,790"
2012/03/02,"2,034.63",4.38,0.22,1.38,12.17,1.33,"2,041.52","2,046.82","2,033.50","483,187","5,842,717","1,165,946,320"
2012/03/05,"2,016.06",-18.57,-0.91,1.39,12.06,1.32,"2,028.97","2,030.57","2,011.50","548,009","5,127,361","1,155,198,110"
2012/03/06,"2,000.36",-15.70,-0.78,1.40,11.97,1.31,"2,019.28","2,023.83","1,988.86","554,733","5,298,150","1,146,426,068"
2012/03/07,"1,982.15",-18.21,-0.91,1.42,11.87,1.29,"1,968.72","1,987.97","1,966.69","511,288","4,976,381","1,136,045,079"
2012/03/08,"2,000.76",18.61,0.94,1.40,11.98,1.31,"1,989.30","2,004.72","1,978.79","456,093","6,381,064","1,147,029,155"
2012/03/09,"2,018.30",17.54,0.88,1.39,12.09,1.32,"2,017.67","2,022.95","2,001.67","416,398","5,404,975","1,157,242,883"
2012/03/12,"2,002.50",-15.80,-0.78,1.40,11.99,1.31,"2,018.73","2,019.14","2,001.50","375,480","4,812,518","1,148,208,381"
2012/03/13,"2,025.04",22.54,1.13,1.39,12.13,1.32,"2,012.91","2,028.98","2,012.91","448,922","5,657,247","1,161,650,378"
2012/03/14,"2,045.08",20.04,0.99,1.37,12.25,1.34,"2,050.50","2,057.28","2,045.08","541,113","6,427,318","1,173,323,539"
2012/03/15,"2,043.76",-1.32,-0.06,1.37,12.24,1.33,"2,044.01","2,050.48","2,038.60","476,105","6,006,292","1,172,998,457"
2012/03/16,"2,034.44",-9.32,-0.46,1.38,12.18,1.33,"2,054.63","2,054.99","2,034.21","464,242","5,913,260","1,168,105,341"
2012/03/19,"2,047.00",12.56,0.62,1.37,12.89,1.33,"2,040.07","2,050.87","2,036.35","555,801","4,976,576","1,175,510,789"
2012/03/20,"2,042.15",-4.85,-0.24,1.37,12.86,1.33,"2,046.38","2,055.34","2,035.26","540,337","5,404,193","1,172,815,783"
2012/03/21,"2,027.23",-14.92,-0.73,1.38,12.77,1.32,"2,031.58","2,039.80","2,022.97","517,067","5,174,204","1,164,159,170"
2012/03/22,"2,026.12",-1.11,-0.05,1.38,12.76,1.32,"2,026.75","2,031.42","2,017.93","541,726","5,301,426","1,164,051,273"
2012/03/23,"2,026.83",0.71,0.04,1.38,12.77,1.32,"2,015.07","2,029.77","2,013.72","506,770","4,829,003","1,164,693,249"
2012/03/26,"2,019.19",-7.64,-0.38,1.39,12.72,1.32,"2,035.17","2,041.05","2,012.86","436,975","4,591,120","1,160,220,832"
2012/03/27,"2,039.76",20.57,1.02,1.37,12.85,1.33,"2,042.47","2,043.75","2,028.39","606,413","5,147,275","1,172,477,800"
2012/03/28,"2,031.74",-8.02,-0.39,1.38,12.80,1.33,"2,034.35","2,038.45","2,028.11","533,801","5,117,814","1,168,088,126"
2012/03/29,"2,014.41",-17.33,-0.85,1.39,12.69,1.31,"2,019.41","2,025.23","2,004.94","470,321","5,007,462","1,157,849,112"
2012/03/30,"2,014.04",-0.37,-0.02,1.39,12.69,1.31,"2,011.50","2,018.09","2,002.61","449,871","5,332,965","1,157,582,327"
2012/04/02,"2,029.29",15.25,0.76,1.38,12.75,1.32,"2,022.42","2,031.79","2,015.72","409,917","4,339,315","1,166,447,109"
2012/04/03,"2,049.28",19.99,0.99,1.37,12.88,1.34,"2,040.81","2,051.80","2,038.52","593,278","6,089,846","1,178,138,420"
2012/04/04,"2,018.61",-30.67,-1.50,1.39,12.68,1.32,"2,046.90","2,048.11","2,015.57","621,544","6,426,545","1,160,637,903"
2012/04/05,"2,028.77",10.16,0.50,1.38,12.75,1.32,"2,006.27","2,030.69","1,997.12","549,308","5,773,456","1,166,855,952"
2012/04/06,"2,029.03",0.26,0.01,1.38,12.75,1.32,"2,026.32","2,033.49","2,022.81","536,307","4,563,184","1,166,979,558"
2012/04/09,"1,997.08",-31.95,-1.57,1.40,12.55,1.30,"2,008.03","2,009.36","1,995.80","466,746","4,320,749","1,148,860,808"
2012/04/10,"1,994.41",-2.67,-0.13,1.40,12.53,1.30,"2,000.77","2,011.27","1,990.13","543,736","4,966,683","1,147,902,758"
2012/04/12,"1,986.63",-7.78,-0.39,1.41,12.47,1.30,"1,985.16","1,986.63","1,969.09","391,511","5,013,904","1,143,425,422"
2012/04/13,"2,008.91",22.28,1.12,1.39,12.61,1.31,"2,001.71","2,011.37","1,996.23","495,288","5,489,206","1,156,388,307"
2012/04/16,"1,992.63",-16.28,-0.81,1.41,12.51,1.30,"1,985.28","1,998.35","1,982.93","452,523","3,936,659","1,146,989,840"
2012/04/17,"1,985.30",-7.33,-0.37,1.41,12.47,1.30,"1,995.33","1,999.50","1,982.44","445,682","3,989,376","1,141,883,974"
2012/04/18,"2,004.53",19.23,0.97,1.40,12.35,1.31,"2,014.23","2,014.95","2,001.59","382,938","4,644,963","1,153,190,210"
2012/04/19,"1,999.86",-4.67,-0.23,1.40,12.32,1.30,"2,000.40","2,008.82","1,994.61","412,119","4,130,929","1,150,475,581"
2012/04/20,"1,974.65",-25.21,-1.26,1.42,12.16,1.29,"1,988.22","1,988.22","1,970.54","518,733","4,841,201","1,135,852,718"
2012/04/23,"1,972.63",-2.02,-0.10,1.42,12.15,1.29,"1,971.39","1,980.94","1,964.12","585,160","3,579,012","1,134,461,838"
2012/04/24,"1,963.42",-9.21,-0.47,1.37,12.83,1.23,"1,956.75","1,972.24","1,954.01","630,804","5,046,901","1,129,400,078"
2012/04/25,"1,961.98",-1.44,-0.07,1.37,12.82,1.23,"1,980.51","1,980.51","1,961.97","681,754","5,090,881","1,129,236,340"
2012/04/26,"1,964.04",2.06,0.10,1.37,12.83,1.23,"1,976.82","1,979.43","1,955.05","607,424","5,348,150","1,131,131,025"
2012/04/27,"1,975.35",11.31,0.58,1.36,12.91,1.24,"1,972.05","1,983.26","1,967.84","484,705","5,349,492","1,137,649,563"
2012/04/30,"1,981.99",6.64,0.34,1.36,12.95,1.25,"1,989.52","1,991.12","1,975.46","837,865","6,360,434","1,141,667,287"
2012/05/02,"1,999.07",17.08,0.86,1.35,13.05,1.26,"1,994.17","2,001.11","1,989.55","653,037","6,688,236","1,151,291,103"
2012/05/03,"1,995.11",-3.96,-0.20,1.35,13.02,1.25,"1,995.78","1,998.90","1,990.45","685,809","4,661,425","1,148,799,331"
2012/05/04,"1,989.15",-5.96,-0.30,1.35,12.98,1.25,"1,987.03","1,992.10","1,981.58","608,821","4,948,438","1,144,803,204"
2012/05/07,"1,956.44",-32.71,-1.64,1.38,12.76,1.23,"1,956.06","1,960.51","1,952.42","533,663","4,781,277","1,125,871,515"
2012/05/08,"1,967.01",10.57,0.54,1.37,12.83,1.24,"1,967.28","1,969.64","1,961.44","492,688","4,225,838","1,131,748,885"
2012/05/09,"1,950.29",-16.72,-0.85,1.38,12.72,1.23,"1,958.31","1,962.04","1,945.31","468,023","4,964,577","1,122,527,694"
2012/05/10,"1,944.93",-5.36,-0.27,1.38,12.69,1.22,"1,944.80","1,951.51","1,937.14","425,056","4,465,626","1,119,563,513"
2012/05/11,"1,917.13",-27.80,-1.43,1.40,12.51,1.20,"1,939.00","1,939.00","1,915.69","535,932","4,444,515","1,103,853,398"
2012/05/14,"1,913.73",-3.40,-0.18,1.41,12.49,1.20,"1,917.26","1,921.65","1,900.43","399,003","4,080,376","1,102,333,436"
2012/05/15,"1,898.96",-14.77,-0.77,1.42,12.40,1.19,"1,897.74","1,904.99","1,881.80","524,595","5,241,113","1,092,989,231"
2012/05/16,"1,840.53",-58.43,-3.08,1.46,12.01,1.16,"1,886.69","1,889.29","1,840.23","426,185","5,565,576","1,059,206,810"
2012/05/17,"1,845.24",4.71,0.26,1.46,12.04,1.16,"1,842.83","1,856.34","1,833.08","444,286","5,683,444","1,062,131,980"
2012/05/18,"1,782.46",-62.78,-3.40,1.51,11.63,1.12,"1,813.79","1,813.79","1,779.47","547,768","5,754,319","1,026,148,099"
2012/05/21,"1,799.13",16.67,0.94,1.50,11.75,1.13,"1,801.48","1,804.48","1,788.33","414,130","4,277,567","1,035,910,281"
2012/05/22,"1,828.69",29.56,1.64,1.47,11.94,1.15,"1,825.82","1,831.06","1,813.53","428,371","4,943,176","1,053,281,065"
2012/05/23,"1,808.62",-20.07,-1.10,1.49,11.81,1.14,"1,815.33","1,815.33","1,796.50","447,564","4,206,101","1,041,766,826"
2012/05/24,"1,814.47",5.85,0.32,1.48,11.85,1.14,"1,807.07","1,816.98","1,800.74","407,901","3,601,428","1,044,704,233"
2012/05/25,"1,824.17",9.70,0.53,1.48,11.91,1.15,"1,818.62","1,831.78","1,815.54","386,490","3,585,646","1,050,270,743"
2012/05/29,"1,849.91",25.74,1.41,1.46,12.07,1.16,"1,821.63","1,851.94","1,817.90","327,998","3,816,908","1,065,015,034"
2012/05/30,"1,844.86",-5.05,-0.27,1.46,12.03,1.16,"1,846.12","1,846.60","1,828.83","417,042","3,917,782","1,062,117,051"
2012/05/31,"1,843.47",-1.39,-0.08,1.46,12.02,1.16,"1,819.99","1,843.49","1,813.01","447,946","4,660,585","1,061,319,739"
2012/06/01,"1,834.51",-8.96,-0.49,1.47,11.97,1.15,"1,832.08","1,842.00","1,821.98","334,419","3,587,178","1,056,367,509"
2012/06/04,"1,783.13",-51.38,-2.80,1.51,11.63,1.12,"1,782.58","1,794.02","1,776.85","395,064","4,941,462","1,026,592,897"
2012/06/05,"1,801.85",18.72,1.05,1.49,11.76,1.13,"1,799.88","1,806.11","1,791.84","338,829","3,546,020","1,036,839,482"
2012/06/07,"1,847.95",46.10,2.56,1.46,12.06,1.16,"1,839.49","1,853.20","1,839.49","403,444","4,677,425","1,064,083,501"
2012/06/08,"1,835.64",-12.31,-0.67,1.47,11.98,1.15,"1,854.00","1,854.59","1,832.83","379,829","3,465,342","1,057,085,865"
2012/06/11,"1,867.04",31.40,1.71,1.44,12.19,1.17,"1,860.90","1,869.33","1,859.74","382,218","4,408,894","1,075,207,660"
2012/06/12,"1,854.74",-12.30,-0.66,1.45,12.10,1.17,"1,840.56","1,857.93","1,840.10","421,369","3,632,154","1,068,263,520"
2012/06/13,"1,859.32",4.58,0.25,1.45,12.14,1.17,"1,867.45","1,867.45","1,849.71","558,262","3,805,454","1,070,840,843"
2012/06/14,"1,871.48",12.16,0.65,1.44,12.21,1.18,"1,856.57","1,871.48","1,855.06","426,635","4,896,637","1,077,791,320"
2012/06/15,"1,858.16",-13.32,-0.71,1.45,12.12,1.17,"1,871.48","1,871.48","1,847.19","452,512","4,777,991","1,070,011,533"
2012/06/18,"1,891.71",33.55,1.81,1.42,12.35,1.19,"1,892.91","1,901.11","1,887.05","376,282","4,440,194","1,088,974,318"
2012/06/19,"1,891.77",0.06,0.00,1.42,12.35,1.19,"1,885.56","1,895.32","1,883.56","380,909","3,535,401","1,089,324,564"
2012/06/20,"1,904.12",12.35,0.65,1.41,12.43,1.20,"1,908.19","1,908.19","1,895.27","367,742","3,705,294","1,096,458,950"
2012/06/21,"1,889.15",-14.97,-0.79,1.42,12.34,1.19,"1,895.51","1,900.44","1,879.65","390,170","3,948,385","1,087,804,494"
2012/06/22,"1,847.39",-41.76,-2.21,1.46,12.06,1.16,"1,861.44","1,863.57","1,843.57","300,708","4,348,371","1,063,610,778"
2012/06/25,"1,825.38",-22.01,-1.19,1.47,11.91,1.15,"1,842.76","1,842.76","1,813.41","291,235","4,152,682","1,050,785,208"
2012/06/26,"1,817.81",-7.57,-0.41,1.48,11.87,1.14,"1,818.51","1,826.66","1,814.46","313,272","3,648,161","1,046,665,326"
2012/06/27,"1,817.65",-0.16,-0.01,1.48,11.87,1.14,"1,815.70","1,821.47","1,795.16","319,484","4,308,729","1,046,790,699"
2012/06/28,"1,819.18",1.53,0.08,1.48,11.88,1.14,"1,826.37","1,827.35","1,806.08","309,661","3,195,505","1,047,795,578"
2012/06/29,"1,854.01",34.83,1.91,1.45,12.10,1.17,"1,808.61","1,854.01","1,801.63","320,634","4,391,617","1,068,289,006"
2012/07/02,"1,851.65",-2.36,-0.13,1.45,12.09,1.16,"1,864.73","1,865.93","1,851.28","273,629","3,608,517","1,066,660,642"
2012/07/03,"1,867.82",16.17,0.87,1.44,12.19,1.17,"1,858.70","1,871.08","1,858.44","348,202","4,876,714","1,075,734,342"
2012/07/04,"1,874.45",6.63,0.35,1.44,12.24,1.18,"1,875.52","1,881.68","1,871.84","336,136","4,585,140","1,079,555,524"
2012/07/05,"1,875.49",1.04,0.06,1.43,12.24,1.18,"1,870.53","1,878.13","1,866.91","324,185","3,654,492","1,080,125,976"
2012/07/06,"1,858.20",-17.29,-0.92,1.45,12.13,1.17,"1,877.74","1,880.36","1,850.10","340,654","3,635,830","1,070,261,267"
2012/07/09,"1,836.13",-22.07,-1.19,1.47,11.98,1.15,"1,840.30","1,844.32","1,833.11","282,037","3,317,178","1,057,173,473"
2012/07/10,"1,829.45",-6.68,-0.36,1.47,11.94,1.15,"1,843.77","1,845.94","1,823.79","368,859","3,372,767","1,053,408,427"
2012/07/11,"1,826.39",-3.06,-0.17,1.47,11.92,1.15,"1,825.53","1,827.60","1,813.79","336,688","3,358,554","1,051,690,095"
2012/07/12,"1,785.39",-41.00,-2.24,1.51,11.65,1.12,"1,827.82","1,830.77","1,785.32","320,829","4,358,848","1,028,668,796"
2012/07/13,"1,812.89",27.50,1.54,1.48,11.83,1.14,"1,790.98","1,820.66","1,773.67","348,543","4,718,750","1,044,743,880"
2012/07/16,"1,817.79",4.90,0.27,1.48,11.79,1.14,"1,820.34","1,821.84","1,807.11","268,354","3,255,305","1,047,725,143"
2012/07/17,"1,821.96",4.17,0.23,1.47,11.80,1.15,"1,808.63","1,835.64","1,802.07","412,610","4,832,967","1,050,199,043"
2012/07/18,"1,794.91",-27.05,-1.48,1.49,11.62,1.13,"1,821.28","1,827.95","1,790.36","454,662","4,457,597","1,034,867,688"
2012/07/19,"1,822.96",28.05,1.56,1.47,11.81,1.15,"1,820.84","1,830.09","1,815.71","488,683","4,724,745","1,050,949,412"
2012/07/20,"1,822.93",-0.03,0.00,1.47,11.81,1.15,"1,823.95","1,830.26","1,818.84","412,102","3,646,406","1,050,970,343"
2012/07/23,"1,789.44",-33.49,-1.84,1.50,11.59,1.13,"1,799.24","1,799.24","1,780.01","502,128","3,651,276","1,031,954,036"
2012/07/24,"1,793.93",4.49,0.25,1.49,11.62,1.13,"1,784.47","1,796.02","1,781.60","490,621","4,172,879","1,034,810,656"
2012/07/25,"1,769.31",-24.62,-1.37,1.52,11.46,1.11,"1,760.22","1,785.84","1,758.99","468,022","3,842,058","1,020,501,865"
2012/07/26,"1,782.47",13.16,0.74,1.50,11.55,1.12,"1,778.01","1,787.20","1,766.81","409,562","3,863,428","1,028,107,064"
2012/07/27,"1,829.16",46.69,2.62,1.47,11.85,1.15,"1,812.98","1,829.16","1,805.92","397,607","4,602,746","1,054,977,770"
2012/07/30,"1,843.79",14.63,0.80,1.45,11.94,1.16,"1,847.01","1,850.27","1,841.40","337,204","3,875,817","1,063,861,034"
2012/07/31,"1,881.99",38.20,2.07,1.42,12.19,1.18,"1,845.46","1,896.83","1,842.51","359,153","5,633,706","1,086,394,781"
2012/08/01,"1,879.93",-2.06,-0.11,1.43,12.17,1.18,"1,870.58","1,886.32","1,867.28","291,295","3,816,142","1,084,790,566"
2012/08/02,"1,869.40",-10.53,-0.56,1.43,11.98,1.18,"1,883.68","1,885.89","1,864.86","270,464","3,390,042","1,078,498,131"
2012/08/03,"1,848.68",-20.72,-1.11,1.45,11.85,1.16,"1,846.58","1,864.13","1,843.87","257,939","3,673,628","1,066,405,975"
2012/08/06,"1,885.88",37.20,2.01,1.42,12.09,1.19,"1,883.62","1,894.92","1,881.86","245,574","4,182,701","1,087,882,765"
2012/08/07,"1,886.80",0.92,0.05,1.42,12.10,1.19,"1,883.82","1,891.60","1,881.66","325,270","3,525,354","1,088,393,623"
2012/08/08,"1,903.23",16.43,0.87,1.41,12.20,1.20,"1,896.58","1,919.61","1,896.56","485,570","5,626,297","1,097,977,281"
2012/08/09,"1,940.59",37.36,1.96,1.37,12.52,1.21,"1,907.13","1,947.08","1,907.13","495,273","6,518,438","1,119,109,791"
2012/08/10,"1,946.40",5.81,0.30,1.36,12.55,1.22,"1,937.89","1,948.05","1,933.93","326,530","4,049,621","1,122,381,481"
2012/08/13,"1,932.44",-13.96,-0.72,1.37,12.46,1.21,"1,945.33","1,946.20","1,932.40","352,650","3,152,880","1,114,255,129"
2012/08/14,"1,956.96",24.52,1.27,1.36,12.62,1.22,"1,942.61","1,957.15","1,939.45","341,113","4,089,113","1,128,271,457"
2012/08/16,"1,957.91",0.95,0.05,1.35,12.63,1.22,"1,956.35","1,959.92","1,947.26","430,511","4,055,062","1,128,752,857"
2012/08/17,"1,946.54",-11.37,-0.58,1.36,12.56,1.22,"1,964.07","1,964.07","1,941.79","372,454","4,697,054","1,121,728,936"
2012/08/20,"1,946.31",-0.23,-0.01,1.36,12.55,1.22,"1,944.67","1,949.89","1,938.25","357,942","3,826,162","1,121,324,925"
2012/08/21,"1,943.22",-3.09,-0.16,1.37,12.53,1.22,"1,954.51","1,961.07","1,942.61","407,533","3,828,106","1,120,075,754"
2012/08/22,"1,935.19",-8.03,-0.41,1.37,12.48,1.21,"1,939.60","1,947.43","1,917.48","422,802","4,094,898","1,115,623,946"
2012/08/23,"1,942.54",7.35,0.38,1.37,12.53,1.22,"1,934.56","1,942.97","1,924.50","604,386","4,245,147","1,119,830,449"
2012/08/24,"1,919.81",-22.73,-1.17,1.38,12.38,1.20,"1,921.08","1,927.10","1,913.75","631,348","4,419,263","1,106,840,712"
2012/08/27,"1,917.87",-1.94,-0.10,1.38,12.37,1.20,"1,909.02","1,925.15","1,907.50","572,932","6,022,605","1,104,541,986"
2012/08/28,"1,916.33",-1.54,-0.08,1.38,12.36,1.20,"1,922.02","1,925.70","1,910.58","611,920","4,481,779","1,103,880,064"
2012/08/29,"1,928.54",12.21,0.64,1.38,12.44,1.21,"1,920.49","1,931.00","1,914.82","592,385","4,877,706","1,111,060,818"
2012/08/30,"1,906.38",-22.16,-1.15,1.39,12.29,1.19,"1,922.82","1,922.82","1,897.07","747,759","5,013,685","1,098,305,125"
2012/08/31,"1,905.12",-1.26,-0.07,1.39,12.28,1.19,"1,897.16","1,912.24","1,896.84","659,108","4,471,843","1,098,073,005"
2012/09/03,"1,912.71",7.59,0.40,1.39,12.33,1.20,"1,909.06","1,921.84","1,885.03","597,138","4,250,214","1,102,301,322"
2012/09/04,"1,907.13",-5.58,-0.29,1.39,12.30,1.19,"1,911.47","1,916.16","1,906.22","881,537","4,690,466","1,099,297,640"
2012/09/05,"1,874.03",-33.10,-1.74,1.42,12.08,1.17,"1,894.70","1,894.70","1,874.03","624,137","4,689,669","1,080,506,783"
2012/09/06,"1,881.24",7.21,0.38,1.41,12.13,1.18,"1,881.54","1,888.18","1,873.49","752,889","4,251,232","1,084,687,321"
2012/09/07,"1,929.58",48.34,2.57,1.37,12.45,1.21,"1,918.36","1,929.58","1,915.56","597,675","5,882,174","1,112,760,759"
2012/09/10,"1,924.70",-4.88,-0.25,1.38,12.43,1.20,"1,934.63","1,937.85","1,924.70","620,841","4,325,769","1,110,189,442"
2012/09/11,"1,920.00",-4.70,-0.24,1.38,12.40,1.20,"1,920.46","1,923.09","1,912.47","718,729","4,342,536","1,107,381,958"
2012/09/12,"1,950.03",30.03,1.56,1.36,12.59,1.22,"1,931.44","1,953.03","1,927.75","708,400","5,253,227","1,124,103,484"
2012/09/13,"1,950.69",0.66,0.03,1.36,12.59,1.22,"1,948.27","1,955.03","1,938.74","983,078","6,096,823","1,124,489,630"
2012/09/14,"2,007.58",56.89,2.92,1.32,12.96,1.26,"1,994.42","2,008.97","1,991.13","1,023,863","9,187,632","1,156,966,116"
2012/09/17,"2,002.35",-5.23,-0.26,1.32,12.93,1.25,"2,005.54","2,011.50","1,997.79","881,694","6,581,190","1,153,893,803"
2012/09/18,"2,004.96",2.61,0.13,1.32,12.95,1.25,"1,998.30","2,005.73","1,995.83","855,270","5,112,223","1,155,105,880"
2012/09/19,"2,007.88",2.92,0.15,1.32,12.96,1.26,"2,000.20","2,012.74","1,993.91","959,923","5,811,358","1,156,471,187"
2012/09/20,"1,990.33",-17.55,-0.87,1.33,12.85,1.24,"1,997.65","2,004.54","1,987.94","618,390","5,363,196","1,146,250,923"
2012/09/21,"2,002.37",12.04,0.60,1.32,12.93,1.25,"2,000.05","2,005.11","1,991.56","649,195","4,964,442","1,153,267,051"
2012/09/24,"2,003.44",1.07,0.05,1.32,12.93,1.25,"1,996.42","2,005.45","1,977.70","482,969","4,272,566","1,154,292,328"
2012/09/25,"1,991.41",-12.03,-0.60,1.33,12.86,1.25,"1,994.08","2,004.26","1,988.88","528,994","4,596,751","1,147,413,338"
2012/09/26,"1,980.44",-10.97,-0.55,1.34,12.79,1.24,"1,973.11","1,986.28","1,968.85","1,209,791","4,851,962","1,141,196,555"
2012/09/27,"1,988.70",8.26,0.42,1.33,12.82,1.24,"1,969.65","1,991.26","1,969.60","693,725","4,727,368","1,145,989,479"
2012/09/28,"1,996.21",7.51,0.38,1.33,12.86,1.25,"2,000.01","2,000.01","1,988.41","678,168","5,087,597","1,150,626,143"
2012/10/02,"1,996.03",-0.18,-0.01,1.33,12.86,1.25,"1,998.52","2,003.63","1,995.12","496,278","3,678,874","1,150,652,664"
2012/10/04,"1,992.68",-3.35,-0.17,1.33,12.84,1.25,"1,998.73","1,998.99","1,983.03","596,926","4,951,129","1,148,638,346"
2012/10/05,"1,995.17",2.49,0.12,1.33,12.84,1.25,"2,004.62","2,007.84","1,991.21","681,224","4,480,731","1,150,075,379"
2012/10/08,"1,981.89",-13.28,-0.67,1.34,12.73,1.24,"1,994.05","1,994.05","1,979.24","508,309","4,565,278","1,142,562,180"
2012/10/09,"1,979.04",-2.85,-0.14,1.34,12.72,1.24,"1,982.09","1,992.32","1,979.00","516,873","3,793,009","1,140,839,282"
2012/10/10,"1,948.22",-30.82,-1.56,1.36,12.51,1.22,"1,961.90","1,962.72","1,948.22","449,390","4,725,647","1,123,202,852"
2012/10/11,"1,933.09",-15.13,-0.78,1.38,12.42,1.21,"1,934.49","1,949.74","1,919.82","464,109","4,678,414","1,114,374,056"
2012/10/12,"1,933.26",0.17,0.01,1.37,12.42,1.21,"1,937.85","1,940.32","1,927.39","398,788","3,785,419","1,114,540,759"
2012/10/15,"1,925.59",-7.67,-0.40,1.38,12.37,1.20,"1,927.82","1,937.15","1,921.32","567,911","4,591,523","1,110,236,893"
2012/10/16,"1,941.54",15.95,0.83,1.37,12.48,1.21,"1,942.51","1,944.22","1,931.09","538,401","3,850,082","1,119,646,426"
2012/10/17,"1,955.15",13.61,0.70,1.36,12.57,1.22,"1,955.78","1,965.53","1,949.71","499,782","4,259,891","1,127,621,147"
2012/10/18,"1,959.12",3.97,0.20,1.36,12.59,1.22,"1,960.39","1,963.53","1,954.10","494,960","4,290,434","1,129,958,653"
2012/10/19,"1,943.84",-15.28,-0.78,1.37,12.49,1.21,"1,954.33","1,958.64","1,938.96","383,231","4,151,882","1,121,129,094"
2012/10/22,"1,941.59",-2.25,-0.12,1.37,12.48,1.21,"1,910.98","1,942.64","1,910.23","458,103","3,819,124","1,120,038,801"
2012/10/23,"1,926.81",-14.78,-0.76,1.38,12.38,1.20,"1,943.79","1,944.38","1,926.81","538,989","4,208,759","1,111,855,283"
2012/10/24,"1,913.96",-12.85,-0.67,1.39,12.30,1.20,"1,907.16","1,922.02","1,901.62","564,643","5,648,214","1,104,237,923"
2012/10/25,"1,924.50",10.54,0.55,1.38,12.36,1.20,"1,906.91","1,924.51","1,904.95","438,066","4,873,525","1,110,711,563"
2012/10/26,"1,891.43",-33.07,-1.72,1.41,12.15,1.18,"1,917.64","1,921.25","1,890.15","437,522","4,605,466","1,091,761,764"
2012/10/29,"1,891.52",0.09,0.00,1.40,12.15,1.18,"1,901.83","1,905.22","1,884.77","371,725","4,174,207","1,091,751,633"
2012/10/30,"1,899.58",8.06,0.43,1.40,12.20,1.19,"1,894.05","1,913.52","1,893.75","334,133","3,451,550","1,096,593,774"
2012/10/31,"1,912.06",12.48,0.66,1.39,12.28,1.19,"1,912.83","1,918.40","1,909.08","397,246","3,834,393","1,103,576,637"
2012/11/01,"1,898.44",-13.62,-0.71,1.40,12.21,1.19,"1,903.57","1,904.99","1,887.56","402,382","5,289,641","1,095,728,662"
2012/11/02,"1,918.72",20.28,1.07,1.38,12.34,1.20,"1,920.55","1,921.98","1,915.11","441,214","5,579,978","1,107,339,107"
2012/11/05,"1,908.22",-10.50,-0.55,1.39,12.27,1.19,"1,905.46","1,914.38","1,903.32","343,426","4,609,926","1,101,072,181"
2012/11/06,"1,928.17",19.95,1.05,1.38,12.40,1.21,"1,911.83","1,928.17","1,908.49","545,831","4,572,507","1,112,593,988"
2012/11/07,"1,937.55",9.38,0.49,1.37,12.46,1.21,"1,933.79","1,937.55","1,916.81","556,715","4,679,606","1,118,043,980"
2012/11/08,"1,914.41",-23.14,-1.19,1.39,12.31,1.20,"1,912.64","1,918.69","1,905.62","659,652","5,391,310","1,104,987,667"
2012/11/09,"1,904.41",-10.00,-0.52,1.40,12.31,1.19,"1,893.09","1,907.57","1,879.06","636,226","4,801,897","1,100,225,445"
2012/11/12,"1,900.87",-3.54,-0.19,1.40,12.29,1.19,"1,899.30","1,903.81","1,892.68","473,261","3,779,624","1,098,188,004"
2012/11/13,"1,889.70",-11.17,-0.59,1.41,12.22,1.18,"1,904.19","1,904.97","1,881.85","494,880","3,925,921","1,091,947,201"
2012/11/14,"1,894.04",4.34,0.23,1.40,12.25,1.18,"1,891.45","1,895.48","1,880.61","533,942","4,761,323","1,094,739,528"
